Code,Title,asset_dictionary_id
Ss_25_45_72_70,Rail-fixed external wall insulation systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_45_74,Rolled paper and fabric covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_45_74_70,Rolled covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_45_85,Sprayed coating systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_45_85_82,Sprayed external monolithic coating systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_45_85_85,Sprayed internal monolithic coating systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_45_86,Suspended render systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_45_88,Tiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_45_88_25,External wall tiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_45_88_40,Internal wall tiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_45_88_88,Terrazzo wall tiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_45_88_90,Tiling and mosaic mortar substrate systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_45_90,Unit facing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_50,Wall-mounted canopy and screen systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_50_05,Awning systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_50_35,Grille systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_50_45,Louvre and shading systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_50_45_10,Canopy systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_50_45_30,Facade-aligned brise soleil systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_50_45_45,Louvre screen systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_50_45_60,Panellized louvre screen systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_50_45_65,Projecting brise soleil systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_50_75,Screen systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_50_80,Shutter systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60,Wall and barrier accessory systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_05,Balustrade and handrail systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_05_05,Balustrade and guarding systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_05_35,Handrail systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_10,Cavity wall tie renewal and insertion systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_30,Fire-stopping systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_30_40,Individual services penetrations fire-stopping systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_30_45,Linear gap fire-stopping systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_30_48,Loose fire-stopping systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_30_55,Multiple services penetrations fire-stopping systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_30_62,Pipe collar fire-stopping systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_35,Glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_35_06,Bead-fixed insulating glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_35_08,Bead-fixed single glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_35_30,Fire-resistant glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_35_33,Glazing film systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_35_35,Groove-fixed single glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_35_40,"Internal use bead and tape, groove or channel glazing systems","e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_35_50,Mirror glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_35_65,Putty-fronted single glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_35_75,Single-sided gasket glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_35_85,Structural zipper gasket glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_60_35_95,U-profiled glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_95,Temporary wall and barrier systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_95_30,Temporary flood barrier systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_95_60,Temporary pedestrian barrier systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_95_70,Temporary rail barrier systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_95_75,Temporary road barrier systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_95_85,Temporary traffic barrier systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_25_95_90,Temporary water barrier systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30,"Roof, floor and paving systems","e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10,Roof structure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_30,Framed roof structure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_30_03,Aluminium roof framing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_30_20,Glazed unit roof framing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_30_25,Heavy steel roof framing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_30_30,Heavy steel roof space frame systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_30_35,Heavy steel roof space truss systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_30_45,Light steel roof framing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_30_58,Plastics roof framing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_30_60,Precast concrete roof structure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_30_70,Reinforced concrete roof framing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_30_85,Timber roof framing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_50,Monolithic roof structure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_50_70,Sprayed concrete roof systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_60,Air-pressurized panel roof structure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_60_28,Ethylene tetraflourethylene (ETFE) roof systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_90,Unit roof structure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_10_90_50,Masonry roof systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12,Floor and deck structure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_05,Beam and block floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_15,Concrete plank floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_20,Deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_32,Framed decking systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_33,Framed floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_33_50,Light steel-framed floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_33_90,Timber-framed floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_35,Glass unit masonry floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_45,Lift-up concrete plank floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_50,Masonry (flat arch) floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_60,Pier and jetty structure systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_64,Platform systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_64_17,Crosswall platform systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_64_30,Front wall platform systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_64_53,Modular platform systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_85,Structural deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_85_15,Composite concrete deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_85_16,Composite steel and concrete deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_85_17,Concrete beam and block deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_85_18,Concrete deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_85_30,Glazed unit deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_85_40,Heavy steel deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_85_50,Light steel deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_85_65,Post-tensioned concrete deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_85_70,Reinforced concrete deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_12_85_90,Timber deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14,Paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_02,Acrylic and resin bound aggregate paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_02_30,Fibre-reinforced resin-bound aggregate overlay systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_02_41,Impact absorbing synthetic play and sport paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_02_42,Impervious acrylic coated sports paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_02_70,Resin-bonded aggregate paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_02_71,Resin-bound aggregate light-duty paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_02_72,Resin-bound aggregate heavy-duty paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_02_73,Resin-bound aggregate overlay systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_02_74,Resin-bound stone aggregate sports paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_02_85,Synthetic play surfacing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_05,Asphalt road and paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_05_05,Asphalt concrete light-duty paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_05_06,Asphalt concrete paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_05_07,Asphalt concrete runway paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_05_08,Asphalt concrete surface overlay systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_05_35,Hot rolled asphalt paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_05_36,Hot rolled asphalt runway paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_05_40,Hot rolled asphalt sports paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_05_50,Mastic asphalt pedestrian paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_05_65,Porous asphalt concrete paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_05_70,Porous asphalt concrete sports paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_05_75,Stone mastic asphalt paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_05_80,Slurry surfacing overlay systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_15,Concrete road and paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_15_14,Concrete grass-filled paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_15_16,Concrete paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_15_17,Concrete porous paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_15_18,Concrete runway paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_50,Mat and sheet paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_50_25,Dry ski slope synthetic matting systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_50_65,Polymeric sports paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_50_80,Synthetic grass surfacing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_80,Unbound aggregate paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_80_30,Fast dry clay sports paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_80_37,Hoggin paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_80_40,Hard binding gravel paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_80_45,Loose laid aggregate paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_80_47,Loose aggregate overlay systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_80_48,Loose gravel paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_80_75,Sand play surfacing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_80_90,Unbound aggregate cycle paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_80_95,Woodchip and stone trim trail paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_80_98,Woodchip and woodfibre surface paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90,Unit paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90_11,Cellular plastics grass-filled paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90_12,Cellular plastics gravel-filled paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90_30,Flag and slab bound paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90_32,Flag and slab paving overlay systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90_34,Flag and slab pedestal-supported paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90_36,Flag and slab unbound paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90_50,Mosaic paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90_60,Permeable flag and slab paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90_62,Permeable small unit paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90_70,Rail track paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90_75,Small unit bound paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90_80,Small unit paving overlay systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_14_90_85,Small unit unbound paving systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20,Flooring and decking systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_10,Board and rigid sheet floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_10_10,Battened timber board floating floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_10_15,Battened wood-based rigid sheet floating floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_10_43,Joist-supported mineral-based sheet and board floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_10_45,Joist-supported timber board floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_10_50,Joist-supported wood-based rigid sheet floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_10_95,Wood-based rigid sheet floating floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_22,Demountable athletics floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_30,External deck and boardwalk systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_30_10,Boardwalk systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_30_25,Decking systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_70,Raised floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_70_70,Raised access floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_90,Wood and composite unit flooring systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_90_15,Composition block flooring systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_90_50,Mosaic parquet panel flooring systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_90_95,Wood block flooring systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_95,Wood strip and board fine flooring systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_95_10,Battened wood floating floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_95_15,Composite laminate floating floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_95_20,Direct-fixed wood floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_95_25,Direct-glued wood floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_20_95_95,Wood floating floor systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25,Ceiling and soffit systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25_10,Board and sheet ceiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25_10_10,Board suspended ceiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25_10_26,External ceiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25_10_28,External soffit systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25_10_35,Gypsum board suspended ceiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25_10_52,Monolithic suspended ceiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25_10_80,Soffit lining and beam casing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25_22,Demountable suspended ceiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25_22_01,Acoustic baffle suspended ceiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25_22_30,Fabric membrane ceiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25_22_47,Linear ceiling lining systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25_22_51,Modular suspended ceiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_25_22_70,Raft or island suspended ceiling systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30,Roof and floor opening systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_15,Concrete roof and floor glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_15_42,In situ concrete roof and floor glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_15_64,Precast concrete lift-out access roof and floor glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_15_65,Precast concrete roof and floor glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_30,Floor hatch systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_34,Glass unit masonry roof light systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_71,Roof hatch systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_72,Rooflight and roof window systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_72_21,Daylight pipe systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_72_72,Rooflight systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_72_73,Roof window systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_73,Roof ventilator systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_73_60,Passive roof natural ventilator systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_30_73_72,Roof smoke ventilator systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_34,Pavement opening systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_34_03,Animal grid systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_34_03_11,Cattle grid systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_34_15,Pavement glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_34_15_15,Concrete pavement glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_34_15_64,Precast concrete lift-out access pavement glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_34_15_65,Precast concrete pavement glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_34_16,Pavement smoke venting systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_34_16_15,Concrete pavement glazing smoke venting systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_34_16_16,Concrete pavement non-glazed smoke venting systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_34_16_64,Precast concrete pavement glazing smoke venting systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_34_16_65,Precast concrete pavement non-glazed smoke venting systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_36,Ceiling and soffit opening systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_36_10,Ceiling hatch systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_36_75,Soffit vent systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40,Roof and balcony covering and finish systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_10,Board roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_10_30,Flat board roof deck systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_10_60,Pitched board roof sarking systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30,Flat roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30_07,Blue roof systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30_40,Liquid-applied cold roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30_42,Liquid-applied inverted roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30_43,Liquid-applied warm roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30_50,Mastic asphalt cold roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30_52,Mastic asphalt inverted roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30_55,Mastic asphalt warm roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30_70,Reinforced bitumen membrane cold roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30_71,Reinforced bitumen membrane inverted roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30_72,Reinforced bitumen membrane warm roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30_78,Single layer sheet cold roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30_79,Single layer sheet inverted roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_30_80,Single layer sheet warm roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_32,Framed glazed roof systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_32_75,Sloping patent glazing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_34,Glass roofing systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_34_15,Cantilevered structural glass beam canopy systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_34_60,Point-fixed structural glass canopy systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_34_65,Point-fixed structural glass roof systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_34_70,Point-fixed structural glass soffit systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50,"Metal sheet, fully supported roof and dormer covering systems","e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50_05,Aluminium sheet dormer covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50_10,Aluminium sheet fully supported roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50_12,Carbon steel sheet dormer covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50_13,Carbon steel sheet fully supported roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50_15,Copper sheet dormer covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50_20,Copper sheet fully supported roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50_40,Lead sheet dormer covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50_45,Lead sheet fully supported roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50_50,Lead-wrapped panel systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50_75,Stainless steel sheet dormer covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50_80,Stainless steel sheet fully supported roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50_90,Zinc sheet dormer covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
Ss_30_40_50_95,Zinc sheet fully supported roof covering systems,"e1970a24-e8c7-11ec-8fea-0242ac120002"
